GameDate,start_date,end_date
2015-05-16,2015-05-16,2015-05-16
2015-05-17,2015-05-17,2015-05-17
2015-05-18,2015-05-18,2015-05-18
2015-05-19,2015-05-19,2015-05-19
2015-05-20,2015-05-20,2015-05-20
2015-05-21,2015-05-21,2015-05-21
2015-05-22,2015-05-22,2015-05-22
2015-05-23,2015-05-23,2015-05-23
2015-05-24,2015-05-24,2015-05-24
2015-05-25,2015-05-25,2015-05-25
2015-05-26,2015-05-26,2015-05-26
2015-05-27,2015-05-27,2015-05-27
2015-05-28,2015-05-28,2015-05-28
2015-05-29,2015-05-29,2015-05-29
2015-05-30,2015-05-30,2015-05-30
2015-05-31,2015-05-31,2015-05-31
2015-06-01,2015-06-01,2015-06-01
2015-06-02,2015-06-02,2015-06-02
2015-06-03,2015-06-03,2015-06-03
2015-06-04,2015-06-04,2015-06-04
2015-06-05,2015-06-05,2015-06-05
2015-06-06,2015-06-06,2015-06-06
2015-06-07,2015-06-07,2015-06-07
2015-06-08,2015-06-08,2015-06-08
2015-06-09,2015-06-09,2015-06-09
2015-06-10,2015-06-10,2015-06-10
2015-06-11,2015-06-11,2015-06-11
2015-06-12,2015-06-12,2015-06-12
2015-06-13,2015-06-13,2015-06-13
2015-06-14,2015-06-14,2015-06-14
2015-06-15,2015-06-15,2015-06-15
2015-06-16,2015-06-16,2015-06-16
2015-06-17,2015-06-17,2015-06-17
2015-06-18,2015-06-18,2015-06-18
2015-06-19,2015-06-19,2015-06-19
2015-06-20,2015-06-20,2015-06-20
2015-06-21,2015-06-21,2015-06-21
2015-06-22,2015-06-22,2015-06-22
2015-06-23,2015-06-23,2015-06-23
2015-06-24,2015-06-24,2015-06-24
2015-06-25,2015-06-25,2015-06-25
2015-06-26,2015-06-26,2015-06-26
2015-06-27,2015-06-27,2015-06-27
2015-06-28,2015-06-28,2015-06-28
2015-06-29,2015-06-29,2015-06-29
2015-06-30,2015-06-30,2015-06-30
2015-07-01,2015-07-01,2015-07-01
2015-07-02,2015-07-02,2015-07-02
2015-07-03,2015-07-03,2015-07-03
2015-07-04,2015-07-04,2015-07-04
2015-07-05,2015-07-05,2015-07-05
2015-07-06,2015-07-06,2015-07-06
2015-07-07,2015-07-07,2015-07-07
2015-07-08,2015-07-08,2015-07-08
2015-07-09,2015-07-09,2015-07-09
2015-07-10,2015-07-10,2015-07-10
2015-07-11,2015-07-11,2015-07-11
2015-07-12,2015-07-12,2015-07-12
2015-07-17,2015-07-17,2015-07-17
2015-07-18,2015-07-18,2015-07-18
2015-07-19,2015-07-19,2015-07-19
2015-07-20,2015-07-20,2015-07-20
2015-07-21,2015-07-21,2015-07-21
2015-07-22,2015-07-22,2015-07-22
2015-07-23,2015-07-23,2015-07-23
2015-07-24,2015-07-24,2015-07-24
2015-07-25,2015-07-25,2015-07-25
2015-07-26,2015-07-26,2015-07-26
2015-07-27,2015-07-27,2015-07-27
2015-07-28,2015-07-28,2015-07-28
2015-07-29,2015-07-29,2015-07-29
2015-07-30,2015-07-30,2015-07-30
2015-07-31,2015-07-31,2015-07-31
2015-08-01,2015-08-01,2015-08-01
2015-08-02,2015-08-02,2015-08-02
2015-08-03,2015-08-03,2015-08-03
2015-08-04,2015-08-04,2015-08-04
2015-08-05,2015-08-05,2015-08-05
2015-08-06,2015-08-06,2015-08-06
2015-08-07,2015-08-07,2015-08-07
2015-08-08,2015-08-08,2015-08-08
2015-08-09,2015-08-09,2015-08-09
2015-08-10,2015-08-10,2015-08-10
2015-08-11,2015-08-11,2015-08-11
2015-08-12,2015-08-12,2015-08-12
2015-08-13,2015-08-13,2015-08-13
2015-08-14,2015-08-14,2015-08-14
2015-08-15,2015-08-15,2015-08-15
2015-08-16,2015-08-16,2015-08-16
2015-08-17,2015-08-17,2015-08-17
2015-08-18,2015-08-18,2015-08-18
2015-08-19,2015-08-19,2015-08-19
2015-08-20,2015-08-20,2015-08-20
2015-08-21,2015-08-21,2015-08-21
2015-08-22,2015-08-22,2015-08-22
2015-08-23,2015-08-23,2015-08-23
2015-08-24,2015-08-24,2015-08-24
2015-08-25,2015-08-25,2015-08-25
2015-08-26,2015-08-26,2015-08-26
2015-08-27,2015-08-27,2015-08-27
2015-08-28,2015-08-28,2015-08-28
2015-08-29,2015-08-29,2015-08-29
2015-08-30,2015-08-30,2015-08-30
2015-08-31,2015-08-31,2015-08-31
2015-09-01,2015-09-01,2015-09-01
2015-09-02,2015-09-02,2015-09-02
2015-09-03,2015-09-03,2015-09-03
2015-09-04,2015-09-04,2015-09-04
2015-09-05,2015-09-05,2015-09-05
2015-09-06,2015-09-06,2015-09-06
2015-09-07,2015-09-07,2015-09-07
2015-09-08,2015-09-08,2015-09-08
2015-09-09,2015-09-09,2015-09-09
2015-09-10,2015-09-10,2015-09-10
2015-09-11,2015-09-11,2015-09-11
2015-09-12,2015-09-12,2015-09-12
2015-09-13,2015-09-13,2015-09-13
2015-09-14,2015-09-14,2015-09-14
2015-09-15,2015-09-15,2015-09-15
2015-09-16,2015-09-16,2015-09-16
2015-09-17,2015-09-17,2015-09-17
2015-09-18,2015-09-18,2015-09-18
2015-09-19,2015-09-19,2015-09-19
2015-09-20,2015-09-20,2015-09-20
2015-09-21,2015-09-21,2015-09-21
2015-09-22,2015-09-22,2015-09-22
2015-09-23,2015-09-23,2015-09-23
2015-09-24,2015-09-24,2015-09-24
2015-09-25,2015-09-25,2015-09-25
2015-09-26,2015-09-26,2015-09-26
2015-09-27,2015-09-27,2015-09-27
2015-09-28,2015-09-28,2015-09-28
2015-09-29,2015-09-29,2015-09-29
2015-09-30,2015-09-30,2015-09-30
2015-10-01,2015-10-01,2015-10-01
2015-10-02,2015-10-02,2015-10-02
2015-10-03,2015-10-03,2015-10-03
2015-10-04,2015-10-04,2015-10-04
2016-04-03,2016-04-03,2016-04-03
2016-04-04,2016-04-04,2016-04-04
2016-04-05,2016-04-05,2016-04-05
2016-04-06,2016-04-06,2016-04-06
2016-04-07,2016-04-07,2016-04-07
2016-04-08,2016-04-08,2016-04-08
2016-04-09,2016-04-09,2016-04-09
2016-04-10,2016-04-10,2016-04-10
2016-04-11,2016-04-11,2016-04-11
2016-04-12,2016-04-12,2016-04-12
2016-04-13,2016-04-13,2016-04-13
2016-04-14,2016-04-14,2016-04-14
2016-04-15,2016-04-15,2016-04-15
2016-04-16,2016-04-16,2016-04-16
2016-04-17,2016-04-17,2016-04-17
2016-04-18,2016-04-18,2016-04-18
2016-04-19,2016-04-19,2016-04-19
2016-04-20,2016-04-20,2016-04-20
2016-04-21,2016-04-21,2016-04-21
2016-04-22,2016-04-22,2016-04-22
2016-04-23,2016-04-23,2016-04-23
2016-04-24,2016-04-24,2016-04-24
2016-04-25,2016-04-25,2016-04-25
2016-04-26,2016-04-26,2016-04-26
2016-04-27,2016-04-27,2016-04-27
2016-04-28,2016-04-28,2016-04-28
2016-04-29,2016-04-29,2016-04-29
2016-04-30,2016-04-30,2016-04-30
2016-05-01,2016-05-01,2016-05-01
2016-05-02,2016-05-02,2016-05-02
2016-05-03,2016-05-03,2016-05-03
2016-05-04,2016-05-04,2016-05-04
2016-05-05,2016-05-05,2016-05-05
2016-05-06,2016-05-06,2016-05-06
2016-05-07,2016-05-07,2016-05-07
2016-05-08,2016-05-08,2016-05-08
2016-05-09,2016-05-09,2016-05-09
2016-05-10,2016-05-10,2016-05-10
2016-05-11,2016-05-11,2016-05-11
2016-05-12,2016-05-12,2016-05-12
2016-05-13,2016-05-13,2016-05-13
2016-05-14,2016-05-14,2016-05-14
2016-05-15,2016-05-15,2016-05-15
2016-05-16,2016-05-16,2016-05-16
2016-05-17,2016-05-17,2016-05-17
2016-05-18,2016-05-18,2016-05-18
2016-05-19,2016-05-19,2016-05-19
2016-05-20,2016-05-20,2016-05-20
2016-05-21,2016-05-21,2016-05-21
2016-05-22,2016-05-22,2016-05-22
2016-05-23,2016-05-23,2016-05-23
2016-05-24,2016-05-24,2016-05-24
2016-05-25,2016-05-25,2016-05-25
2016-05-26,2016-05-26,2016-05-26
2016-05-27,2016-05-27,2016-05-27
2016-05-28,2016-05-28,2016-05-28
2016-05-29,2016-05-29,2016-05-29
2016-05-30,2016-05-30,2016-05-30
2016-05-31,2016-05-31,2016-05-31
2016-06-01,2016-06-01,2016-06-01
2016-06-02,2016-06-02,2016-06-02
2016-06-03,2016-06-03,2016-06-03
2016-06-04,2016-06-04,2016-06-04
2016-06-05,2016-06-05,2016-06-05
2016-06-06,2016-06-06,2016-06-06
2016-06-07,2016-06-07,2016-06-07
2016-06-08,2016-06-08,2016-06-08
2016-06-09,2016-06-09,2016-06-09
2016-06-10,2016-06-10,2016-06-10
2016-06-11,2016-06-11,2016-06-11
2016-06-12,2016-06-12,2016-06-12
2016-06-13,2016-06-13,2016-06-13
2016-06-14,2016-06-14,2016-06-14
2016-06-15,2016-06-15,2016-06-15
2016-06-16,2016-06-16,2016-06-16
2016-06-17,2016-06-17,2016-06-17
2016-06-18,2016-06-18,2016-06-18
2016-06-19,2016-06-19,2016-06-19
2016-06-20,2016-06-20,2016-06-20
2016-06-21,2016-06-21,2016-06-21
2016-06-22,2016-06-22,2016-06-22
2016-06-23,2016-06-23,2016-06-23
2016-06-24,2016-06-24,2016-06-24
2016-06-25,2016-06-25,2016-06-25
2016-06-26,2016-06-26,2016-06-26
2016-06-27,2016-06-27,2016-06-27
2016-06-28,2016-06-28,2016-06-28
2016-06-29,2016-06-29,2016-06-29
2016-06-30,2016-06-30,2016-06-30
2016-07-01,2016-07-01,2016-07-01
2016-07-02,2016-07-02,2016-07-02
2016-07-03,2016-07-03,2016-07-03
2016-07-04,2016-07-04,2016-07-04
2016-07-05,2016-07-05,2016-07-05
2016-07-06,2016-07-06,2016-07-06
2016-07-07,2016-07-07,2016-07-07
2016-07-08,2016-07-08,2016-07-08
2016-07-09,2016-07-09,2016-07-09
2016-07-10,2016-07-10,2016-07-10
2016-07-15,2016-07-15,2016-07-15
2016-07-16,2016-07-16,2016-07-16
2016-07-17,2016-07-17,2016-07-17
2016-07-18,2016-07-18,2016-07-18
2016-07-19,2016-07-19,2016-07-19
2016-07-20,2016-07-20,2016-07-20
2016-07-21,2016-07-21,2016-07-21
2016-07-22,2016-07-22,2016-07-22
2016-07-23,2016-07-23,2016-07-23
2016-07-24,2016-07-24,2016-07-24
2016-07-25,2016-07-25,2016-07-25
2016-07-26,2016-07-26,2016-07-26
2016-07-27,2016-07-27,2016-07-27
2016-07-28,2016-07-28,2016-07-28
2016-07-29,2016-07-29,2016-07-29
2016-07-30,2016-07-30,2016-07-30
2016-07-31,2016-07-31,2016-07-31
2016-08-01,2016-08-01,2016-08-01
2016-08-02,2016-08-02,2016-08-02
2016-08-03,2016-08-03,2016-08-03
2016-08-04,2016-08-04,2016-08-04
2016-08-05,2016-08-05,2016-08-05
2016-08-06,2016-08-06,2016-08-06
2016-08-07,2016-08-07,2016-08-07
2016-08-08,2016-08-08,2016-08-08
2016-08-09,2016-08-09,2016-08-09
2016-08-10,2016-08-10,2016-08-10
2016-08-11,2016-08-11,2016-08-11
2016-08-12,2016-08-12,2016-08-12
2016-08-13,2016-08-13,2016-08-13
2016-08-14,2016-08-14,2016-08-14
2016-08-15,2016-08-15,2016-08-15
2016-08-16,2016-08-16,2016-08-16
2016-08-17,2016-08-17,2016-08-17
2016-08-18,2016-08-18,2016-08-18
2016-08-19,2016-08-19,2016-08-19
2016-08-20,2016-08-20,2016-08-20
2016-08-21,2016-08-21,2016-08-21
2016-08-22,2016-08-22,2016-08-22
2016-08-23,2016-08-23,2016-08-23
2016-08-24,2016-08-24,2016-08-24
2016-08-25,2016-08-25,2016-08-25
2016-08-26,2016-08-26,2016-08-26
2016-08-27,2016-08-27,2016-08-27
2016-08-28,2016-08-28,2016-08-28
2016-08-29,2016-08-29,2016-08-29
2016-08-30,2016-08-30,2016-08-30
2016-08-31,2016-08-31,2016-08-31
2016-09-01,2016-09-01,2016-09-01
2016-09-02,2016-09-02,2016-09-02
2016-09-03,2016-09-03,2016-09-03
2016-09-04,2016-09-04,2016-09-04
2016-09-05,2016-09-05,2016-09-05
2016-09-06,2016-09-06,2016-09-06
2016-09-07,2016-09-07,2016-09-07
2016-09-08,2016-09-08,2016-09-08
2016-09-09,2016-09-09,2016-09-09
2016-09-10,2016-09-10,2016-09-10
2016-09-11,2016-09-11,2016-09-11
2016-09-12,2016-09-12,2016-09-12
2016-09-13,2016-09-13,2016-09-13
2016-09-14,2016-09-14,2016-09-14
2016-09-15,2016-09-15,2016-09-15
2016-09-16,2016-09-16,2016-09-16
2016-09-17,2016-09-17,2016-09-17
2016-09-18,2016-09-18,2016-09-18
2016-09-19,2016-09-19,2016-09-19
2016-09-20,2016-09-20,2016-09-20
2016-09-21,2016-09-21,2016-09-21
2016-09-22,2016-09-22,2016-09-22
2016-09-23,2016-09-23,2016-09-23
2016-09-24,2016-09-24,2016-09-24
2016-09-25,2016-09-25,2016-09-25
2016-09-26,2016-09-26,2016-09-26
2016-09-27,2016-09-27,2016-09-27
2016-09-28,2016-09-28,2016-09-28
2016-09-29,2016-09-29,2016-09-29
2016-09-30,2016-09-30,2016-09-30
2016-10-01,2016-10-01,2016-10-01
2016-10-02,2016-10-02,2016-10-02
2017-04-02,2017-04-02,2017-04-02
2017-04-03,2017-04-03,2017-04-03
2017-04-04,2017-04-04,2017-04-04
2017-04-05,2017-04-05,2017-04-05
2017-04-06,2017-04-06,2017-04-06
2017-04-07,2017-04-07,2017-04-07
2017-04-08,2017-04-08,2017-04-08
2017-04-09,2017-04-09,2017-04-09
2017-04-10,2017-04-10,2017-04-10
2017-04-11,2017-04-11,2017-04-11
2017-04-12,2017-04-12,2017-04-12
2017-04-13,2017-04-13,2017-04-13
2017-04-14,2017-04-14,2017-04-14
2017-04-15,2017-04-15,2017-04-15
2017-04-16,2017-04-16,2017-04-16
2017-04-17,2017-04-17,2017-04-17
2017-04-18,2017-04-18,2017-04-18
2017-04-19,2017-04-19,2017-04-19
2017-04-20,2017-04-20,2017-04-20
2017-04-21,2017-04-21,2017-04-21
2017-04-22,2017-04-22,2017-04-22
2017-04-23,2017-04-23,2017-04-23
2017-04-24,2017-04-24,2017-04-24
2017-04-25,2017-04-25,2017-04-25
2017-04-26,2017-04-26,2017-04-26
2017-04-27,2017-04-27,2017-04-27
2017-04-28,2017-04-28,2017-04-28
2017-04-29,2017-04-29,2017-04-29
2017-04-30,2017-04-30,2017-04-30
2017-05-01,2017-05-01,2017-05-01
2017-05-02,2017-05-02,2017-05-02
2017-05-03,2017-05-03,2017-05-03
2017-05-04,2017-05-04,2017-05-04
2017-05-05,2017-05-05,2017-05-05
2017-05-06,2017-05-06,2017-05-06
2017-05-07,2017-05-07,2017-05-07
2017-05-08,2017-05-08,2017-05-08
2017-05-09,2017-05-09,2017-05-09
2017-05-10,2017-05-10,2017-05-10
2017-05-11,2017-05-11,2017-05-11
2017-05-12,2017-05-12,2017-05-12
2017-05-13,2017-05-13,2017-05-13
2017-05-14,2017-05-14,2017-05-14
2017-05-15,2017-05-15,2017-05-15
2017-05-16,2017-05-16,2017-05-16
2017-05-17,2017-05-17,2017-05-17
2017-05-18,2017-05-18,2017-05-18
2017-05-19,2017-05-19,2017-05-19
2017-05-20,2017-05-20,2017-05-20
2017-05-21,2017-05-21,2017-05-21
2017-05-22,2017-05-22,2017-05-22
2017-05-23,2017-05-23,2017-05-23
2017-05-24,2017-05-24,2017-05-24
2017-05-25,2017-05-25,2017-05-25
2017-05-26,2017-05-26,2017-05-26
2017-05-27,2017-05-27,2017-05-27
2017-05-28,2017-05-28,2017-05-28
2017-05-29,2017-05-29,2017-05-29
2017-05-30,2017-05-30,2017-05-30
2017-05-31,2017-05-31,2017-05-31
2017-06-01,2017-06-01,2017-06-01
2017-06-02,2017-06-02,2017-06-02
2017-06-03,2017-06-03,2017-06-03
2017-06-04,2017-06-04,2017-06-04
2017-06-05,2017-06-05,2017-06-05
2017-06-06,2017-06-06,2017-06-06
2017-06-07,2017-06-07,2017-06-07
2017-06-08,2017-06-08,2017-06-08
2017-06-09,2017-06-09,2017-06-09
2017-06-10,2017-06-10,2017-06-10
2017-06-11,2017-06-11,2017-06-11
2017-06-12,2017-06-12,2017-06-12
2017-06-13,2017-06-13,2017-06-13
2017-06-14,2017-06-14,2017-06-14
2017-06-15,2017-06-15,2017-06-15
2017-06-16,2017-06-16,2017-06-16
2017-06-17,2017-06-17,2017-06-17
2017-06-18,2017-06-18,2017-06-18
2017-06-19,2017-06-19,2017-06-19
2017-06-20,2017-06-20,2017-06-20
2017-06-21,2017-06-21,2017-06-21
2017-06-22,2017-06-22,2017-06-22
2017-06-23,2017-06-23,2017-06-23
2017-06-24,2017-06-24,2017-06-24
2017-06-25,2017-06-25,2017-06-25
2017-06-26,2017-06-26,2017-06-26
2017-06-27,2017-06-27,2017-06-27
2017-06-28,2017-06-28,2017-06-28
2017-06-29,2017-06-29,2017-06-29
2017-06-30,2017-06-30,2017-06-30
2017-07-01,2017-07-01,2017-07-01
2017-07-02,2017-07-02,2017-07-02
2017-07-03,2017-07-03,2017-07-03
2017-07-04,2017-07-04,2017-07-04
2017-07-05,2017-07-05,2017-07-05
2017-07-06,2017-07-06,2017-07-06
2017-07-07,2017-07-07,2017-07-07
2017-07-08,2017-07-08,2017-07-08
2017-07-09,2017-07-09,2017-07-09
2017-07-14,2017-07-14,2017-07-14
2017-07-15,2017-07-15,2017-07-15
2017-07-16,2017-07-16,2017-07-16
2017-07-17,2017-07-17,2017-07-17
2017-07-18,2017-07-18,2017-07-18
2017-07-19,2017-07-19,2017-07-19
2017-07-20,2017-07-20,2017-07-20
2017-07-21,2017-07-21,2017-07-21
2017-07-22,2017-07-22,2017-07-22
2017-07-23,2017-07-23,2017-07-23
2017-07-24,2017-07-24,2017-07-24
2017-07-25,2017-07-25,2017-07-25
2017-07-26,2017-07-26,2017-07-26
2017-07-27,2017-07-27,2017-07-27
2017-07-28,2017-07-28,2017-07-28
2017-07-29,2017-07-29,2017-07-29
2017-07-30,2017-07-30,2017-07-30
2017-07-31,2017-07-31,2017-07-31
2017-08-01,2017-08-01,2017-08-01
2017-08-02,2017-08-02,2017-08-02
2017-08-03,2017-08-03,2017-08-03
2017-08-04,2017-08-04,2017-08-04
2017-08-05,2017-08-05,2017-08-05
2017-08-06,2017-08-06,2017-08-06
2017-08-07,2017-08-07,2017-08-07
2017-08-08,2017-08-08,2017-08-08
2017-08-09,2017-08-09,2017-08-09
2017-08-10,2017-08-10,2017-08-10
2017-08-11,2017-08-11,2017-08-11
2017-08-12,2017-08-12,2017-08-12
2017-08-13,2017-08-13,2017-08-13
2017-08-14,2017-08-14,2017-08-14
2017-08-15,2017-08-15,2017-08-15
2017-08-16,2017-08-16,2017-08-16
2017-08-17,2017-08-17,2017-08-17
2017-08-18,2017-08-18,2017-08-18
2017-08-19,2017-08-19,2017-08-19
2017-08-20,2017-08-20,2017-08-20
2017-08-21,2017-08-21,2017-08-21
2017-08-22,2017-08-22,2017-08-22
2017-08-23,2017-08-23,2017-08-23
2017-08-24,2017-08-24,2017-08-24
2017-08-25,2017-08-25,2017-08-25
2017-08-26,2017-08-26,2017-08-26
2017-08-27,2017-08-27,2017-08-27
2017-08-28,2017-08-28,2017-08-28
2017-08-29,2017-08-29,2017-08-29
2017-08-30,2017-08-30,2017-08-30
2017-08-31,2017-08-31,2017-08-31
2017-09-01,2017-09-01,2017-09-01
2017-09-02,2017-09-02,2017-09-02
2017-09-03,2017-09-03,2017-09-03
2017-09-04,2017-09-04,2017-09-04
2017-09-05,2017-09-05,2017-09-05
2017-09-06,2017-09-06,2017-09-06
2017-09-07,2017-09-07,2017-09-07
2017-09-08,2017-09-08,2017-09-08
2017-09-09,2017-09-09,2017-09-09
2017-09-10,2017-09-10,2017-09-10
2017-09-11,2017-09-11,2017-09-11
2017-09-12,2017-09-12,2017-09-12
2017-09-13,2017-09-13,2017-09-13
2017-09-14,2017-09-14,2017-09-14
2017-09-15,2017-09-15,2017-09-15
2017-09-16,2017-09-16,2017-09-16
2017-09-17,2017-09-17,2017-09-17
2017-09-18,2017-09-18,2017-09-18
2017-09-19,2017-09-19,2017-09-19
2017-09-20,2017-09-20,2017-09-20
2017-09-21,2017-09-21,2017-09-21
2017-09-22,2017-09-22,2017-09-22
2017-09-23,2017-09-23,2017-09-23
2017-09-24,2017-09-24,2017-09-24
2017-09-25,2017-09-25,2017-09-25
2017-09-26,2017-09-26,2017-09-26
2017-09-27,2017-09-27,2017-09-27
2017-09-28,2017-09-28,2017-09-28
2017-09-29,2017-09-29,2017-09-29
2017-09-30,2017-09-30,2017-09-30
2017-10-01,2017-10-01,2017-10-01
